index,crime,zoned,industrial,river,nox,rooms,age,distances,highway,tax,p_t_ratio,lower_status,value
57,0.02055,85.0,0.74,0,0.41,6.382999999999999,35.7,9.1876,2,313,17.3,5.77,24.7
58,0.01432,100.0,1.32,0,0.41100000000000003,6.816,40.5,8.3248,5,256,15.1,3.95,31.6
59,0.15445,25.0,5.13,0,0.45299999999999996,6.145,29.2,7.8148,8,284,19.7,6.86,23.3
60,0.10328,25.0,5.13,0,0.45299999999999996,5.9270000000000005,47.2,6.932,8,284,19.7,9.22,19.6
61,0.14932,25.0,5.13,0,0.45299999999999996,5.7410000000000005,66.2,7.2254,8,284,19.7,13.15,18.7
62,0.17171,25.0,5.13,0,0.45299999999999996,5.966,93.4,6.8185,8,284,19.7,14.44,16.0
63,0.11027,25.0,5.13,0,0.45299999999999996,6.456,67.8,7.2255,8,284,19.7,6.73,22.2
64,0.1265,25.0,5.13,0,0.45299999999999996,6.7620000000000005,43.4,7.9809,8,284,19.7,9.5,25.0
65,0.01951,17.5,1.38,0,0.4161,7.104,59.5,9.2229,3,216,18.6,8.05,33.0
66,0.03584,80.0,3.37,0,0.39799999999999996,6.29,17.8,6.6115,4,337,16.1,4.67,23.5
67,0.043789999999999996,80.0,3.37,0,0.39799999999999996,5.787000000000001,31.1,6.6115,4,337,16.1,10.24,19.4
69,0.13554000000000002,12.5,6.07,0,0.409,5.593999999999999,36.8,6.497999999999999,4,345,18.9,13.09,17.4
70,0.12816,12.5,6.07,0,0.409,5.885,33.0,6.497999999999999,4,345,18.9,8.79,20.9
71,0.08826,0.0,10.81,0,0.413,6.417000000000001,6.6,5.2873,4,305,19.2,6.72,24.2
73,0.09164,0.0,10.81,0,0.413,6.065,7.8,5.2873,4,305,19.2,5.52,22.8
74,0.19539,0.0,10.81,0,0.413,6.245,6.2,5.2873,4,305,19.2,7.54,23.4
75,0.07896,0.0,12.83,0,0.43700000000000006,6.273,6.0,4.2515,5,398,18.7,6.78,24.1
76,0.09512000000000001,0.0,12.83,0,0.43700000000000006,6.2860000000000005,45.0,4.5026,5,398,18.7,8.94,21.4
77,0.10153,0.0,12.83,0,0.43700000000000006,6.279,74.5,4.0522,5,398,18.7,11.97,20.0
79,0.05646,0.0,12.83,0,0.43700000000000006,6.232,53.7,5.0141,5,398,18.7,12.34,21.2
80,0.08387,0.0,12.83,0,0.43700000000000006,5.874,36.6,4.5026,5,398,18.7,9.1,20.3
81,0.04113,25.0,4.86,0,0.426,6.727,33.5,5.4007,4,281,19.0,5.29,28.0
82,0.04462,25.0,4.86,0,0.426,6.619,70.4,5.4007,4,281,19.0,7.22,23.9
83,0.03659,25.0,4.86,0,0.426,6.3020000000000005,32.2,5.4007,4,281,19.0,6.72,24.8
84,0.03551,25.0,4.86,0,0.426,6.167000000000001,46.7,5.4007,4,281,19.0,7.51,22.9
85,0.050589999999999996,0.0,4.49,0,0.449,6.388999999999999,48.0,4.7794,3,247,18.5,9.62,23.9
86,0.05735,0.0,4.49,0,0.449,6.63,56.1,4.4377,3,247,18.5,6.53,26.6
88,0.07151,0.0,4.49,0,0.449,6.121,56.8,3.7476,3,247,18.5,8.44,22.2
89,0.0566,0.0,3.41,0,0.489,7.007000000000001,86.3,3.4217,2,270,17.8,5.5,23.6
90,0.053020000000000005,0.0,3.41,0,0.489,7.079,63.1,3.4145,2,270,17.8,5.7,28.7
91,0.04684,0.0,3.41,0,0.489,6.417000000000001,66.1,3.0923,2,270,17.8,8.81,22.6
93,0.04203,28.0,15.04,0,0.46399999999999997,6.442,53.6,3.6659,4,270,18.2,8.16,22.9
94,0.02875,28.0,15.04,0,0.46399999999999997,6.211,28.9,3.6659,4,270,18.2,6.21,25.0
95,0.04294,28.0,15.04,0,0.46399999999999997,6.249,77.3,3.615,4,270,18.2,10.59,20.6
96,0.12204000000000001,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18.0,6.65,28.4
97,0.11504,0.0,2.89,0,0.445,6.162999999999999,69.6,3.4952,2,276,18.0,11.34,21.4
98,0.12082999999999999,0.0,2.89,0,0.445,8.068999999999999,76.0,3.4952,2,276,18.0,4.21,38.7
99,0.08187,0.0,2.89,0,0.445,7.82,36.9,3.4952,2,276,18.0,3.57,43.8
100,0.0686,0.0,2.89,0,0.445,7.416,62.5,3.4952,2,276,18.0,6.19,33.2
101,0.14866,0.0,8.56,0,0.52,6.727,79.9,2.7778,5,384,20.9,9.42,27.5
104,0.21161,0.0,8.56,0,0.52,6.1370000000000005,87.4,2.7147,5,384,20.9,13.44,19.3
105,0.1396,0.0,8.56,0,0.52,6.167000000000001,90.0,2.421,5,384,20.9,12.33,20.1
109,0.12802,0.0,8.56,0,0.52,6.474,97.1,2.4329,5,384,20.9,12.27,19.8
110,0.26363000000000003,0.0,8.56,0,0.52,6.229,91.2,2.5451,5,384,20.9,15.55,19.4
111,0.10793,0.0,8.56,0,0.52,6.195,54.4,2.7778,5,384,20.9,13.0,21.7
112,0.10084,0.0,10.01,0,0.547,6.715,81.6,2.6775,6,432,17.8,10.16,22.8
113,0.12329000000000001,0.0,10.01,0,0.547,5.912999999999999,92.9,2.3534,6,432,17.8,16.21,18.8
114,0.22211999999999998,0.0,10.01,0,0.547,6.0920000000000005,95.4,2.548,6,432,17.8,17.09,18.7
115,0.14231,0.0,10.01,0,0.547,6.254,84.2,2.2565,6,432,17.8,10.45,18.5
116,0.17134000000000002,0.0,10.01,0,0.547,5.928,88.2,2.4631,6,432,17.8,15.76,18.3
117,0.13158,0.0,10.01,0,0.547,6.176,72.5,2.7301,6,432,17.8,12.04,21.2
120,0.14476,0.0,10.01,0,0.547,5.731,65.2,2.7592,6,432,17.8,13.61,19.3
121,0.06899,0.0,25.65,0,0.581,5.87,69.7,2.2577,2,188,19.1,14.37,22.0
122,0.07165,0.0,25.65,0,0.581,6.004,84.1,2.1974,2,188,19.1,14.27,20.3
123,0.09299,0.0,25.65,0,0.581,5.961,92.9,2.0869,2,188,19.1,17.93,20.5
125,0.09849,0.0,25.65,0,0.581,5.879,95.8,2.0063,2,188,19.1,17.58,18.8
127,0.38735,0.0,25.65,0,0.581,5.6129999999999995,95.6,1.7572,2,188,19.1,27.26,15.7
128,0.25915,0.0,21.89,0,0.624,5.693,96.0,1.7883,4,437,21.2,17.19,16.2
129,0.32543,0.0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,15.39,18.0
130,0.88125,0.0,21.89,0,0.624,5.6370000000000005,94.7,1.9799,4,437,21.2,18.34,14.3
131,0.34006,0.0,21.89,0,0.624,6.457999999999999,98.9,2.1185,4,437,21.2,12.6,19.2
132,1.19294,0.0,21.89,0,0.624,6.3260000000000005,97.7,2.271,4,437,21.2,12.26,19.6
133,0.59005,0.0,21.89,0,0.624,6.372000000000001,97.9,2.3274,4,437,21.2,11.12,23.0
134,0.32982,0.0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,15.03,18.4
135,0.9761700000000001,0.0,21.89,0,0.624,5.757000000000001,98.4,2.346,4,437,21.2,17.31,15.6
138,0.35233000000000003,0.0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,14.59,17.1
139,0.2498,0.0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,21.32,13.3
140,0.54452,0.0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,18.46,17.8
142,1.6286399999999999,0.0,21.89,0,0.624,5.019,100.0,1.4394,4,437,21.2,34.41,14.4
143,3.32105,0.0,19.58,1,0.871,5.403,100.0,1.3216,5,403,14.7,26.82,13.4
144,4.0974,0.0,19.58,0,0.871,5.468,100.0,1.4118,5,403,14.7,26.42,15.6
145,2.7797400000000003,0.0,19.58,0,0.871,4.9030000000000005,97.8,1.3459,5,403,14.7,29.29,11.8
146,2.37934,0.0,19.58,0,0.871,6.13,100.0,1.4191,5,403,14.7,27.8,13.8
147,2.15505,0.0,19.58,0,0.871,5.627999999999999,100.0,1.5166,5,403,14.7,16.65,15.6
148,2.36862,0.0,19.58,0,0.871,4.926,95.7,1.4608,5,403,14.7,29.53,14.6
150,2.7339700000000002,0.0,19.58,0,0.871,5.597,94.9,1.5257,5,403,14.7,21.45,15.4
151,1.6566,0.0,19.58,0,0.871,6.122000000000001,97.3,1.618,5,403,14.7,14.1,21.5
153,1.12658,0.0,19.58,1,0.871,5.012,88.0,1.6102,5,403,14.7,12.12,15.3
154,2.14918,0.0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,15.79,19.4
155,1.41385,0.0,19.58,1,0.871,6.129,96.0,1.7494,5,403,14.7,15.12,17.0
157,2.4466799999999997,0.0,19.58,0,0.871,5.272,94.0,1.7364,5,403,14.7,16.14,13.1
158,1.22358,0.0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,4.59,41.3
160,1.4250200000000002,0.0,19.58,0,0.871,6.51,100.0,1.7659,5,403,14.7,7.39,23.3
161,1.27346,0.0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,5.5,27.0
163,1.8337700000000001,0.0,19.58,1,0.605,7.8020000000000005,98.2,2.0407,5,403,14.7,1.92,50.0
164,1.51902,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,3.32,50.0
165,2.2423599999999997,0.0,19.58,0,0.605,5.854,91.8,2.4219999999999997,5,403,14.7,11.64,22.7
166,2.924,0.0,19.58,0,0.605,6.101,93.0,2.2834,5,403,14.7,9.81,25.0
167,2.01019,0.0,19.58,0,0.605,7.928999999999999,96.2,2.0459,5,403,14.7,3.7,50.0
168,1.8002799999999999,0.0,19.58,0,0.605,5.877000000000001,79.2,2.4259,5,403,14.7,12.14,23.8
169,2.3004,0.0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,11.1,23.8
170,2.4495299999999998,0.0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,11.32,22.3
171,1.2074200000000002,0.0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,14.43,17.4
172,2.3139,0.0,19.58,0,0.605,5.88,97.3,2.3887,5,403,14.7,12.03,19.1
173,0.13914,0.0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,14.69,23.1
174,0.09178,0.0,4.05,0,0.51,6.416,84.1,2.6463,5,296,16.6,9.04,23.6
175,0.08447,0.0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,9.64,22.6
176,0.06663999999999999,0.0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,5.33,29.4
178,0.05425,0.0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,6.29,24.6
180,0.0578,0.0,2.46,0,0.488,6.98,58.4,2.8289999999999997,3,193,17.8,5.04,37.2
181,0.06588,0.0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,7.56,39.8
182,0.06888,0.0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,9.45,36.2
183,0.09103,0.0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,4.82,37.9
184,0.10008,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,5.68,32.5
185,0.08308,0.0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,13.98,26.4
186,0.06047,0.0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,13.15,29.6
187,0.05602000000000001,0.0,2.46,0,0.488,7.831,53.6,3.1992,3,193,17.8,4.45,50.0
189,0.12579,45.0,3.44,0,0.43700000000000006,6.556,29.1,4.5667,5,398,15.2,4.56,29.8
190,0.0837,45.0,3.44,0,0.43700000000000006,7.185,38.9,4.5667,5,398,15.2,5.39,34.9
191,0.09068,45.0,3.44,0,0.43700000000000006,6.9510000000000005,21.5,6.4798,5,398,15.2,5.1,37.0
195,0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,4.38,29.1
196,0.01381,80.0,0.46,0,0.42200000000000004,7.875,32.0,5.6484,4,255,14.4,2.97,50.0
197,0.04011,80.0,1.52,0,0.40399999999999997,7.287000000000001,34.1,7.309,2,329,12.6,4.08,33.3
198,0.04666,80.0,1.52,0,0.40399999999999997,7.107,36.6,7.309,2,329,12.6,8.61,30.3
200,0.0315,95.0,1.47,0,0.40299999999999997,6.975,15.3,7.6534,3,402,17.0,4.56,34.9
202,0.03445,82.5,2.03,0,0.415,6.162000000000001,38.4,6.27,2,348,14.7,7.43,24.1
203,0.021769999999999998,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,3.11,42.3
205,0.02009,95.0,2.68,0,0.4161,8.033999999999999,31.9,5.118,4,224,14.7,2.88,50.0
206,0.13642,0.0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,10.87,22.6
207,0.22969,0.0,10.59,0,0.489,6.3260000000000005,52.5,4.3549,4,277,18.6,10.97,24.4
208,0.25199,0.0,10.59,0,0.489,5.7829999999999995,72.7,4.3549,4,277,18.6,18.06,22.5
209,0.13587,0.0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,14.66,24.4
211,0.17446,0.0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,17.27,21.7
212,0.37578,0.0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,23.98,19.3
213,0.21719000000000002,0.0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,16.03,22.4
214,0.14052,0.0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,9.38,28.1
215,0.28955,0.0,10.59,0,0.489,5.412000000000001,9.8,3.5875,4,277,18.6,29.55,23.7
217,0.0456,0.0,13.89,1,0.55,5.888,56.0,3.1121,5,276,16.4,13.51,23.3
218,0.07013,0.0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,9.69,28.7
219,0.11069000000000001,0.0,13.89,1,0.55,5.9510000000000005,93.8,2.8893,5,276,16.4,17.92,21.5
220,0.11425,0.0,13.89,1,0.55,6.372999999999999,92.4,3.3633,5,276,16.4,10.5,23.0
223,0.62356,0.0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,9.93,27.5
224,0.6147,0.0,6.2,0,0.507,6.617999999999999,80.8,3.2721,8,307,17.4,7.6,30.1
225,0.31533,0.0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,4.14,44.8
227,0.38214000000000004,0.0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,3.13,37.6
228,0.41238,0.0,6.2,0,0.504,7.162999999999999,79.9,3.2157,8,307,17.4,6.36,31.6
230,0.44178,0.0,6.2,0,0.504,6.5520000000000005,21.4,3.3751,8,307,17.4,3.76,31.5
231,0.537,0.0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,11.65,24.3
232,0.46296000000000004,0.0,6.2,0,0.504,7.412000000000001,76.9,3.6715,8,307,17.4,5.25,31.7
233,0.57529,0.0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,2.47,41.7
235,0.44791000000000003,0.0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,8.05,29.0
236,0.33045,0.0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,10.88,24.0
237,0.52058,0.0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,9.54,25.1
238,0.51183,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,4.73,31.5
240,0.09252,30.0,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,7.37,23.3
241,0.11329000000000002,30.0,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,11.38,22.0
242,0.10612,30.0,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,12.4,20.1
243,0.1029,30.0,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,11.22,22.2
244,0.12757000000000002,30.0,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,5.19,23.7
245,0.20608,22.0,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,12.5,17.6
247,0.33983,22.0,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,9.16,24.3
248,0.19657,22.0,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,10.15,20.5
249,0.16439,22.0,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,9.52,24.5
251,0.1403,22.0,5.86,0,0.431,6.487,13.0,7.3967,7,330,19.1,5.9,24.4
252,0.21409,22.0,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,3.59,24.8
253,0.08221,22.0,5.86,0,0.431,6.957000000000001,6.8,8.9067,7,330,19.1,3.53,29.6
254,0.36894,22.0,5.86,0,0.431,8.259,8.4,8.9067,7,330,19.1,3.54,42.8
255,0.04819,80.0,3.64,0,0.392,6.108,32.0,9.2203,1,315,16.4,6.57,21.9
256,0.035480000000000005,80.0,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,9.25,20.9
257,0.015380000000000001,90.0,3.75,0,0.39399999999999996,7.454,34.2,6.3361,3,244,15.9,3.11,44.0
258,0.61154,20.0,3.97,0,0.647,8.704,86.9,1.801,5,264,13.0,5.12,50.0
259,0.66351,20.0,3.97,0,0.647,7.332999999999999,100.0,1.8946,5,264,13.0,7.79,36.0
260,0.65665,20.0,3.97,0,0.647,6.8420000000000005,100.0,2.0107,5,264,13.0,6.9,30.1
262,0.5341199999999999,20.0,3.97,0,0.647,7.52,89.4,2.1398,5,264,13.0,7.26,43.1
263,0.5201399999999999,20.0,3.97,0,0.647,8.398,91.5,2.2885,5,264,13.0,5.91,48.8
265,0.55007,20.0,3.97,0,0.647,7.206,91.6,1.9301,5,264,13.0,8.1,36.5
266,0.76162,20.0,3.97,0,0.647,5.56,62.8,1.9865,5,264,13.0,10.45,22.8
267,0.7857,20.0,3.97,0,0.647,7.013999999999999,84.6,2.1329,5,264,13.0,14.79,30.7
268,0.57834,20.0,3.97,0,0.575,8.297,67.0,2.4216,5,264,13.0,7.44,50.0
273,0.1146,20.0,6.96,0,0.46399999999999997,6.537999999999999,58.7,3.9175,3,223,18.6,7.73,24.4
274,0.22188000000000002,20.0,6.96,1,0.46399999999999997,7.691,51.8,4.3665,3,223,18.6,6.58,35.2
275,0.05644,40.0,6.41,1,0.447,6.757999999999999,32.9,4.0776,4,254,17.6,3.53,32.4
276,0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,2.98,32.0
277,0.10469,40.0,6.41,1,0.447,7.267,49.0,4.7872,4,254,17.6,6.05,33.2
278,0.061270000000000005,40.0,6.41,1,0.447,6.8260000000000005,27.6,4.8628,4,254,17.6,4.16,33.1
279,0.07977999999999999,40.0,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,7.19,29.1
280,0.21038,20.0,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,4.85,35.1
281,0.03578,20.0,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,3.76,45.4
282,0.03705,20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,4.59,35.4
283,0.06129,20.0,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,3.01,46.0
285,0.009059999999999999,90.0,2.97,0,0.4,7.087999999999999,20.8,7.3073,1,285,15.3,7.85,32.2
287,0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,12.93,20.1
288,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,7.14,23.2
289,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,7.6,22.3
291,0.035019999999999996,80.0,4.95,0,0.41100000000000003,6.861000000000001,27.9,5.1167,4,245,19.2,3.33,28.5
292,0.07886,80.0,4.95,0,0.41100000000000003,7.148,27.7,5.1167,4,245,19.2,3.56,37.3
293,0.03615,80.0,4.95,0,0.41100000000000003,6.63,23.4,5.1167,4,245,19.2,4.7,27.9
294,0.08265,0.0,13.92,0,0.43700000000000006,6.127000000000001,18.4,5.5027,4,289,16.0,8.58,23.9
295,0.08199,0.0,13.92,0,0.43700000000000006,6.0089999999999995,42.3,5.5027,4,289,16.0,10.4,21.7
296,0.12932000000000002,0.0,13.92,0,0.43700000000000006,6.678,31.1,5.9604,4,289,16.0,6.27,28.6
297,0.053720000000000004,0.0,13.92,0,0.43700000000000006,6.5489999999999995,51.0,5.9604,4,289,16.0,7.39,27.1
298,0.14103,0.0,13.92,0,0.43700000000000006,5.79,58.0,6.32,4,289,16.0,15.84,20.3
299,0.06466000000000001,70.0,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,4.97,22.5
300,0.05561,70.0,2.24,0,0.4,7.041,10.0,7.8278,5,358,14.8,4.74,29.0
301,0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,6.07,24.8
302,0.03537,34.0,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1,9.5,22.0
303,0.09266,34.0,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,8.67,26.4
304,0.1,34.0,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,4.86,33.1
306,0.05479,33.0,2.18,0,0.47200000000000003,6.6160000000000005,58.1,3.37,7,222,18.4,8.93,28.4
307,0.07503,33.0,2.18,0,0.47200000000000003,7.42,71.9,3.0992,7,222,18.4,6.47,33.4
308,0.049319999999999996,33.0,2.18,0,0.47200000000000003,6.849,70.3,3.1827,7,222,18.4,7.53,28.2
309,0.49298000000000003,0.0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,4.54,22.8
310,0.3494,0.0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,9.97,20.3
311,2.63548,0.0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,12.64,16.1
312,0.7904100000000001,0.0,9.9,0,0.544,6.122000000000001,52.8,2.6403,4,304,18.4,5.98,22.1
313,0.26169000000000003,0.0,9.9,0,0.544,6.023,90.4,2.8339999999999996,4,304,18.4,11.72,19.4
314,0.26938,0.0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,7.9,21.6
316,0.25356,0.0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,11.5,16.2
318,0.24522,0.0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,15.94,19.8
320,0.47547,0.0,9.9,0,0.544,6.1129999999999995,58.8,4.0019,4,304,18.4,12.73,21.0
321,0.1676,0.0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,7.2,23.8
322,0.18159,0.0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,6.87,23.1
323,0.35114,0.0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,7.7,20.4
324,0.28392,0.0,7.38,0,0.493,5.707999999999999,74.3,4.7211,5,287,19.6,11.74,18.5
326,0.19186,0.0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,5.08,24.6
327,0.30346999999999996,0.0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6,6.15,23.0
328,0.24103000000000002,0.0,7.38,0,0.493,6.082999999999999,43.7,5.4159,5,287,19.6,12.79,22.2
329,0.06617,0.0,3.24,0,0.46,5.867999999999999,25.8,5.2146,4,430,16.9,9.97,19.3
330,0.06724,0.0,3.24,0,0.46,6.332999999999999,17.2,5.2146,4,430,16.9,7.34,22.6
331,0.045439999999999994,0.0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,9.09,19.8
333,0.03466,35.0,6.06,0,0.4379,6.031000000000001,23.3,6.6407,1,304,16.9,7.83,19.4
334,0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,5.68,22.2
